,,logo_url,help_link,transit_score,summary,ws_link,description
-84.42184615384615,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,48,"6 nearby routes: 5 bus, 1 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.4218/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.42184615384615,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,39,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.4218/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.42184615384615,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,38,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.4218/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.42184615384615,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.4218/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41900363636363,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,56,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41900363636363,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,60,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41900363636363,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,58,"12 nearby routes: 10 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41900363636363,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,64,"9 nearby routes: 7 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41900363636363,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,52,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41900363636363,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,60,"7 nearby routes: 5 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41900363636363,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,46,"7 nearby routes: 6 bus, 1 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41900363636363,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,46,"6 nearby routes: 5 bus, 1 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41900363636363,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,39,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41900363636363,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,38,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41900363636363,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.4190/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41715599999999,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,55,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41715599999999,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,59,"9 nearby routes: 7 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41715599999999,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,56,"12 nearby routes: 10 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41715599999999,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,65,"10 nearby routes: 8 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41715599999999,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,52,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41715599999999,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,60,"7 nearby routes: 5 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41715599999999,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,45,"7 nearby routes: 6 bus, 1 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41715599999999,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,44,"6 nearby routes: 5 bus, 1 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41715599999999,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,40,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41715599999999,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,37,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41715599999999,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.4172/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41402923076923,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,50,"9 nearby routes: 7 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41402923076923,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,54,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41402923076923,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,53,"12 nearby routes: 10 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41402923076923,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,66,"11 nearby routes: 9 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41402923076923,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,52,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41402923076923,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,60,"6 nearby routes: 4 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.41402923076923,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,41,"7 nearby routes: 6 bus, 1 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41402923076923,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,41,"7 nearby routes: 6 bus, 1 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41402923076923,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,40,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.41402923076923,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,36,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
