,,logo_url,help_link,transit_score,summary,ws_link,description
-84.41402923076923,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,33,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.4140/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40976545454545,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,45,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40976545454545,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,44,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40976545454545,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,51,"10 nearby routes: 8 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.40976545454545,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,67,"11 nearby routes: 9 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.40976545454545,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,51,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.40976545454545,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,59,"8 nearby routes: 6 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.40976545454545,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,39,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40976545454545,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,40,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40976545454545,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,39,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40976545454545,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40976545454545,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,31,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.4098/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.406994,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,45,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.406994,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,41,"5 nearby routes: 5 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.406994,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,49,"11 nearby routes: 9 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.406994,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,65,"12 nearby routes: 10 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.406994,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,63,"18 nearby routes: 14 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.406994,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,65,"19 nearby routes: 15 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.406994,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,40,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.406994,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,40,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.406994,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,38,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.406994,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,35,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.406994,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,33,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.4070/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.4062123076923,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,45,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.4062123076923,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,41,"5 nearby routes: 5 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.4062123076923,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,49,"11 nearby routes: 9 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.4062123076923,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,65,"12 nearby routes: 10 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.4062123076923,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,63,"18 nearby routes: 14 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.4062123076923,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,65,"19 nearby routes: 15 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.4062123076923,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,40,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.4062123076923,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,40,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.4062123076923,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,38,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.4062123076923,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,35,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.4062123076923,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,33,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.4062/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40052727272727,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,44,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40052727272727,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,42,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40052727272727,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,45,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40052727272727,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,57,"14 nearby routes: 12 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.40052727272727,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,72,"20 nearby routes: 16 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.40052727272727,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,74,"27 nearby routes: 23 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.40052727272727,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,52,"18 nearby routes: 16 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.40052727272727,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,47,"10 nearby routes: 8 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40052727272727,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,47,"6 nearby routes: 4 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40052727272727,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,36,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.40052727272727,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.4005/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39839538461538,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,44,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39839538461538,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,42,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39839538461538,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,45,"5 nearby routes: 5 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39839538461538,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,54,"14 nearby routes: 12 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39839538461538,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,74,"20 nearby routes: 16 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.39839538461538,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,76,"29 nearby routes: 25 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.39839538461538,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,55,"18 nearby routes: 16 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39839538461538,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,50,"12 nearby routes: 10 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39839538461538,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,50,"7 nearby routes: 5 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39839538461538,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,35,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39839538461538,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.3984/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39683199999999,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,43,"5 nearby routes: 5 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39683199999999,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,42,"4 nearby routes: 4 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39683199999999,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,45,"5 nearby routes: 5 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39683199999999,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,51,"14 nearby routes: 12 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39683199999999,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,75,"20 nearby routes: 16 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.39683199999999,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,77,"29 nearby routes: 25 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.39683199999999,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,58,"18 nearby routes: 16 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39683199999999,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,54,"12 nearby routes: 10 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39683199999999,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,52,"7 nearby routes: 5 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39683199999999,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,35,"3 nearby routes: 3 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39683199999999,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.3968/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39128909090908,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,43,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39128909090908,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,41,"5 nearby routes: 5 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39128909090908,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,44,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39128909090908,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,48,"11 nearby routes: 9 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39128909090908,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,78,"19 nearby routes: 15 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.39128909090908,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,80,"28 nearby routes: 24 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.39128909090908,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,66,"21 nearby routes: 19 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39128909090908,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,63,"11 nearby routes: 9 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39128909090908,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,59,"5 nearby routes: 3 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39128909090908,33.80031,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8003/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39128909090908,33.8111,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,34,"2 nearby routes: 2 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.8111/lng=-84.3913/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39057846153845,33.7032,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,43,"6 nearby routes: 6 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7032/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39057846153845,33.71399,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,41,"5 nearby routes: 5 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7140/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39057846153845,33.72478,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,43,"5 nearby routes: 5 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7248/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39057846153845,33.73557,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,46,"8 nearby routes: 8 bus, 0 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7356/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Some Transit
-84.39057846153845,33.74636,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,78,"19 nearby routes: 15 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7464/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.39057846153845,33.75715,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,80,"29 nearby routes: 25 bus, 4 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7572/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Excellent Transit
-84.39057846153845,33.76794,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,66,"21 nearby routes: 19 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7679/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39057846153845,33.77873,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,64,"11 nearby routes: 9 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7787/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
-84.39057846153845,33.78952,https://cdn.walk.sc/images/transit-score-logo.png,https://www.redfin.com/how-walk-score-works,60,"5 nearby routes: 3 bus, 2 rail, 0 other",https://www.walkscore.com/score/loc/lat=33.7895/lng=-84.3906/?utm_source=gmail.com&utm_medium=ts_api&utm_campaign=ts_api,Good Transit
