MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
7375724,170121405,01/12/2017,01/11/2017,18:00:00,01/12/2017,11:38:00,310,,,2090 BROWNS MILL RD SE,0650,2304,,1,Unk,Thu,13,LARCENY-FROM VEHICLE,Lakewood,Z,-84.373639999999995,33.697110000000002
7375725,170121464,01/12/2017,01/12/2017,11:50:00,01/12/2017,12:10:00,501,,,231 18TH ST NW,0630,2303,10,1,Day,Thu,8,LARCENY-NON VEHICLE,Atlantic Station,E,-84.395439999999994,33.792749999999998
7375726,170121574,01/12/2017,12/26/2016,00:01:00,12/29/2016,09:30:00,212,,29,2519 CHANTILLY DR NE,0512,2203,,1,Unk,Unk,99,BURGLARY-NONRES,Lindridge/Martin Manor,F,-84.350560000000002,33.823689999999999
7375727,170121652,01/12/2017,01/12/2017,12:00:00,01/12/2017,13:00:00,610,,,46 SAUNDERS ST NE,0640,2305,,1,Day,Thu,,LARCENY-FROM VEHICLE,Kirkwood,O,-84.324950000000001,33.753900000000002
7375728,170121670,01/12/2017,01/12/2017,08:30:00,01/12/2017,13:31:00,303,,,395 PRYOR ST SW,0640,2305,,1,Day,Thu,11,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.394589999999994,33.743819999999999
7375729,170121696,01/12/2017,01/12/2017,13:00:00,01/12/2017,13:41:00,610,STE,2,2033 HOSEA L WILLIAMS DR SE,0670,2308,,1,Day,Thu,,LARCENY-NON VEHICLE,Kirkwood,O,-84.321089999999998,33.751080000000002
7375730,170121740,01/12/2017,12/01/2016,08:00:00,01/12/2017,14:01:00,404,,,1384 RALPH D ABERNATHY BLVD SW,0690,2399,,1,Unk,Unk,5,LARCENY-NON VEHICLE,Westview,T,-84.434079999999994,33.739220000000003
7375731,170121766,01/12/2017,01/12/2017,14:10:00,01/12/2017,14:33:00,602,,,593 SEMINOLE AVE NE,0640,2305,10,1,Day,Thu,13,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.350639999999999,33.770569999999999
7375732,170121784,01/12/2017,01/12/2017,14:22:00,01/12/2017,14:32:00,103,,,510 JONES AVE NW,0650,2304,,1,Day,Thu,24,LARCENY-FROM VEHICLE,English Avenue,L,-84.403899999999993,33.763919999999999
7375733,170121786,01/12/2017,01/12/2017,06:00:00,01/12/2017,14:15:00,108,APT,3111,2423 MARTIN L KING JR DR NW,0511,2202,,1,Day,Thu,,BURGLARY-RESIDENCE,Florida Heights,I,-84.466229999999996,33.751829999999998
7375734,170121802,01/12/2017,01/12/2017,14:29:00,01/12/2017,14:29:00,105,,,1606 JOSEPH E BOONE BLVD NW,0690,2399,,1,Day,Thu,,LARCENY-NON VEHICLE,West Lake,J,-84.440430000000006,33.76332
7375735,170121847,01/12/2017,01/11/2017,23:30:00,01/12/2017,08:00:00,509,,,265 PEACHTREE CENTER AVE NE,0670,2308,,1,Morn,Thu,14,LARCENY-NON VEHICLE,Downtown,M,-84.384960000000007,33.761580000000002
7375736,170121850,01/12/2017,01/12/2017,08:25:00,01/12/2017,14:50:00,511,,,15 PEACHTREE ST SW,0640,2305,,1,Day,Thu,18,LARCENY-FROM VEHICLE,Downtown,M,-84.390429999999995,33.753689999999999
7375737,170121900,01/12/2017,01/02/2017,08:00:00,01/04/2017,15:00:00,602,,,299 NORTH HIGHLAND AVE,0660,2317,,1,Unk,Unk,,LARCENY-NON VEHICLE,Inman Park,N,-84.358459999999994,33.761980000000001
7375738,170121908,01/12/2017,01/12/2017,15:24:00,01/12/2017,16:15:00,104,,,956 PALMETTO AVE SW,0511,2202,10,1,Eve,Thu,20,BURGLARY-RESIDENCE,Ashview Heights,T,-84.41883,33.751640000000002
7375739,170122031,01/12/2017,01/06/2017,11:00:00,01/06/2017,15:30:00,603,,LEASIN,660 RALPH MCGILL BLVD NE,0690,2399,,3,Day,Fri,26,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.365780000000001,33.765000000000001
7375740,170122135,01/12/2017,01/12/2017,16:15:00,01/12/2017,16:30:00,401,,,633 EVANS ST SW,0620,2302,,1,Eve,Thu,21,LARCENY-NON VEHICLE,West End,T,-84.415930000000003,33.7376
7375741,170122175,01/12/2017,01/12/2017,11:30:00,01/12/2017,15:30:00,507,,,100 CENTENNIAL OLYMPIC PARK DR,0640,2305,,1,Day,Thu,18,LARCENY-FROM VEHICLE,Downtown,M,-84.396349999999998,33.757330000000003
7375742,170122200,01/12/2017,12/19/2016,06:00:00,01/10/2017,21:00:00,108,APT,4,1827 MARTIN L KING JR DR NW,0670,2308,,1,Unk,Unk,,LARCENY-NON VEHICLE,,I,-84.448670000000007,33.750410000000002
7375743,170122223,01/12/2017,12/11/2016,20:00:00,12/12/2016,02:00:00,510,,,191 PEACHTREE ST NE,0640,2305,,0,Morn,Sun,18,LARCENY-FROM VEHICLE,Downtown,M,-84.387200000000007,33.758609999999997
7375744,170122394,01/12/2017,01/12/2017,09:00:00,01/12/2017,17:30:00,406,,,3517 LYNFIELD DR SW,0511,2202,30,1,Day,Thu,20,BURGLARY-RESIDENCE,West Manor,I,-84.500119999999995,33.734310000000001
7375745,170122399,01/12/2017,01/01/2017,16:00:00,01/12/2017,20:20:00,604,,,303 PARKWAY DR NE,0210,1103,,1,Unk,Unk,28,RAPE,Old Fourth Ward,M,-84.374049999999997,33.762860000000003
7375746,170122489,01/12/2017,01/11/2017,19:00:00,01/12/2017,06:30:00,201,,,2995 DEVONSHIRE PL NW,0640,2305,,1,Morn,Thu,20,LARCENY-FROM VEHICLE,Westminster/Milmar,C,-84.422960000000003,33.837760000000003
7375747,170122734,01/12/2017,01/12/2017,18:30:00,01/12/2017,19:30:00,109,,,2379 DUPREE AVE NW,0640,2305,,1,Eve,Thu,20,LARCENY-FROM VEHICLE,Center Hill,J,-84.464749999999995,33.779159999999997
7375748,170122762,01/12/2017,01/11/2017,08:00:00,01/12/2017,19:30:00,307,,,1872 SHADYDALE AVE SE,0521,2204,,1,Unk,Thu,20,BURGLARY-RESIDENCE,Lakewood Heights,Y,-84.384900000000002,33.703119999999998
7375749,170122979,01/12/2017,01/12/2017,07:30:00,01/12/2017,15:00:00,604,,1344,626 DEKALB AVE SE,0531,2202A,,1,Day,Thu,20,BURGLARY-RESIDENCE,Old Fourth Ward,M,-84.366870000000006,33.752830000000003
7375750,170123061,01/12/2017,01/12/2017,21:30:00,01/12/2017,21:36:00,401,,,507 JOSEPH E LOWERY BLVD SW,0311,1212,,1,Eve,Thu,23,ROBBERY-PEDESTRIAN,West End,T,-84.418090000000007,33.740969999999997
7375751,170123096,01/12/2017,01/12/2017,16:00:00,01/12/2017,21:45:00,604,,1031,1031 MCGILL PARK AVE NE,0521,2204,,1,Eve,Thu,20,BURGLARY-RESIDENCE,Old Fourth Ward,M,-84.375789999999995,33.761629999999997
7375752,170123194,01/12/2017,01/12/2017,22:25:00,01/12/2017,23:00:00,505,,,855 PEACHTREE ST NE,0640,2305,,1,Eve,Thu,18,LARCENY-FROM VEHICLE,Midtown,E,-84.383889999999994,33.777979999999999
7375753,170123209,01/12/2017,01/12/2017,19:00:00,01/12/2017,22:00:00,204,,,1735 DEFOOR PL NW,0640,2305,,1,Eve,Thu,,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.421610000000001,33.802239999999998
7375754,170123213,01/12/2017,01/12/2017,19:30:00,01/12/2017,22:38:00,507,,,2 CASTLEBERRY ST,0640,2305,,1,Eve,Thu,13,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.400490000000005,33.748559999999998
7375755,170123217,01/12/2017,01/12/2017,16:40:00,01/12/2017,23:00:00,505,,,696 W PEACHTREE ST NW,0640,2305,,1,Eve,Thu,18,LARCENY-FROM VEHICLE,Midtown,E,-84.387720000000002,33.773710000000001
7375756,170123287,01/12/2017,01/12/2017,22:30:00,01/13/2017,23:48:00,505,,,42 3RD ST NW,0710,2404,,1,Unk,Fri,,AUTO THEFT,Midtown,E,-84.38861,33.773829999999997
7375757,170130194,01/13/2017,01/13/2017,00:45:00,01/13/2017,01:00:00,604,,506,375 HIGHLAND AVE NE,0521,2204,,1,Morn,Fri,26,BURGLARY-RESIDENCE,Old Fourth Ward,M,-84.375879999999995,33.761060000000001
7375758,170130230,01/13/2017,01/13/2017,01:00:00,01/13/2017,01:21:00,512,,,156 FORSYTH ST SW,0670,2308,,1,Morn,Fri,3,LARCENY-NON VEHICLE,Downtown,M,-84.396039999999999,33.74944
7375759,170130274,01/13/2017,01/13/2017,01:00:00,01/13/2017,01:05:00,503,,,227 10TH ST NE,0670,2308,,2,Morn,Fri,,LARCENY-NON VEHICLE,Midtown,E,-84.379909999999995,33.781689999999998
7375760,170130413,01/13/2017,01/13/2017,01:10:00,01/13/2017,02:50:00,108,,2201,2423 MARTIN L KING JR DR NW,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Florida Heights,I,-84.466229999999996,33.751829999999998
7375761,170130453,01/13/2017,01/13/2017,03:17:00,01/13/2017,03:17:00,113,,,1615 JACKSON WAY NW,0640,2305,,4,Morn,Fri,20,LARCENY-FROM VEHICLE,Lincoln Homes,G,-84.475650000000002,33.798659999999998
7375762,170130604,01/13/2017,01/12/2017,15:00:00,01/13/2017,04:45:00,302,,134,1093 WEST AVE SW,0710,2404,,1,Eve,Thu,18,AUTO THEFT,Pittsburgh,V,-84.395930000000007,33.724939999999997
7375763,170130677,01/13/2017,01/13/2017,01:30:00,01/13/2017,05:45:00,104,,,76 BURBANK DR SW,0710,2404,,1,Morn,Fri,20,AUTO THEFT,Mozley Park,K,-84.427930000000003,33.752859999999998
7375764,170130685,01/13/2017,01/13/2017,00:00:00,01/13/2017,06:00:00,112,,,115 DOGWOOD DR NW,0521,2204,,1,Morn,Fri,20,BURGLARY-RESIDENCE,Collier Heights,I,-84.495440000000002,33.78069
7375765,170130707,01/13/2017,01/13/2017,06:20:00,01/13/2017,06:24:00,212,,C,2000 CHESHIRE BRIDGE RD NE,0512,2203,,1,Morn,Fri,24,BURGLARY-NONRES,Morningside/Lenox Park,F,-84.357529999999997,33.811140000000002
7375766,170130732,01/13/2017,01/12/2017,23:00:00,01/13/2017,06:45:00,212,,1307,1925 MONROE DR NE,0511,2202,,1,Morn,Fri,26,BURGLARY-RESIDENCE,Piedmont Heights,F,-84.375060000000005,33.80856
7375767,170130794,01/13/2017,01/13/2017,06:24:00,01/13/2017,06:24:00,212,,,2000 CHESHIRE BRIDGE RD NE,0512,2203,,1,Morn,Fri,21,BURGLARY-NONRES,Lindridge/Martin Manor,F,-84.357460000000003,33.811540000000001
7375768,170130823,01/13/2017,01/12/2017,19:00:00,01/13/2017,07:30:00,212,,9204,415 ARMOUR DR NE,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,,F,-84.374120000000005,33.812669999999997
7375769,170131016,01/13/2017,01/10/2017,11:30:00,01/12/2017,18:00:00,207,,,464 TRABERT AVE NW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Loring Heights,E,-84.402990000000003,33.794510000000002
7375770,170131096,01/13/2017,01/13/2017,00:00:00,01/13/2017,09:38:00,505,,,855 W PEACHTREE ST NE,0690,2316,10,1,Morn,Fri,26,LARCENY-NON VEHICLE,Midtown,E,-84.387180000000001,33.777729999999998
7375771,170131100,01/13/2017,01/10/2017,12:00:00,01/13/2017,09:00:00,311,,710,2745 OLD HAPEVILLE RD SW,0690,2399,,1,Unk,Unk,26,LARCENY-NON VEHICLE,Glenrose Heights,Z,-84.393479999999997,33.679920000000003
7375772,170131238,01/13/2017,01/13/2017,10:34:00,01/13/2017,10:40:00,412,,,2005 KING GEORGE LN SW;,0511,2202,,1,Day,Fri,20,BURGLARY-RESIDENCE,Kings Forest,P,-84.515810000000002,33.699939999999998
7375773,170131282,01/13/2017,01/12/2017,22:00:00,01/13/2017,09:00:00,505,,,855 PEACHTREE ST NE,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Midtown,E,-84.383889999999994,33.777979999999999
7375774,170131301,01/13/2017,01/05/2017,13:26:00,01/05/2017,15:30:00,213,APT,A2,1777 PIEDMONT AVE NE,0690,2399,,0,Day,Thu,20,LARCENY-NON VEHICLE,Morningside/Lenox Park,F,-84.367099999999994,33.803660000000001
7375775,170131404,01/13/2017,01/13/2017,11:42:00,01/13/2017,11:42:00,303,,,631 COOPER ST SW,0430,1315,,1,Day,Fri,20,AGG ASSAULT,Mechanicsville,V,-84.397130000000004,33.738370000000003
7375776,170131517,01/13/2017,01/13/2017,12:34:00,01/13/2017,13:28:00,307,,,1683 LAKEWOOD AVE SE,0430,1315,10,1,Day,Fri,,AGG ASSAULT,Lakewood Heights,Y,-84.380350000000007,33.708300000000001
7375777,170131536,01/13/2017,01/12/2017,00:01:00,01/13/2017,12:40:00,312,,,2730 ALTAVIEW DR SE,0640,2305,,1,Unk,Thu,13,LARCENY-FROM VEHICLE,Rosedale Heights,Z,-84.381479999999996,33.680239999999998
7375778,170131541,01/13/2017,01/12/2017,00:01:00,01/13/2017,12:40:00,312,,,442 SCHOOL DR SE,0710,2404,,1,Unk,Thu,4,AUTO THEFT,Orchard Knob,Z,-84.37509,33.672449999999998
7375779,170131580,01/13/2017,01/13/2017,06:45:00,01/13/2017,11:00:00,606,,2141,880 GLENWOOD AVE SE,0511,2202,,1,Day,Fri,26,BURGLARY-RESIDENCE,Grant Park,W,-84.359170000000006,33.739910000000002
7375780,170131611,01/13/2017,01/09/2017,13:15:00,01/13/2017,20:00:00,511,,,477 PEACHTREE STREET,0690,2399,,1,Unk,Unk,99,LARCENY-NON VEHICLE,Downtown,M,-84.392009999999999,33.7532
7375781,170131613,01/13/2017,01/07/2017,07:00:00,01/13/2017,07:00:00,306,,,1870 MURPHY AVE SW,0690,2399,,1,Unk,Unk,24,LARCENY-NON VEHICLE,Sylvan Hills,X,-84.426810000000003,33.70355
7375782,170131616,01/13/2017,01/13/2017,08:30:00,01/13/2017,13:19:00,413,,,4520 SANTA FE TRL SW;,0511,2202,,1,Day,Fri,20,BURGLARY-RESIDENCE,Arlington Estates,P,-84.536460000000005,33.69209
7375783,170131646,01/13/2017,01/13/2017,07:15:00,01/13/2017,12:45:00,203,,,2001 JAMES JACKSON PKWY NW,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Riverside,D,-84.47569,33.810630000000003
7375784,170131711,01/13/2017,01/09/2017,10:30:00,01/09/2017,12:30:00,612,,,1674 MAY AVE SE,0690,2310,,1,Day,Mon,,LARCENY-NON VEHICLE,East Atlanta,W,-84.333029999999994,33.73912
7375785,170131730,01/13/2017,01/13/2017,13:00:00,01/13/2017,14:21:00,602,,,471 N HIGHLAND AVE NE,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Inman Park,N,-84.352860000000007,33.766860000000001
7375786,170131769,01/13/2017,01/11/2017,08:00:00,01/13/2017,14:37:00,502,,,1641 PEACHTREE ST NE @TRAVELODGE PEACHTRE,0690,2399,,1,Unk,Unk,13,LARCENY-NON VEHICLE,Midtown,E,-84.390730000000005,33.798940000000002
7375787,170131829,01/13/2017,01/13/2017,11:50:00,01/13/2017,14:30:00,212,,,1874 PIEDMONT AVE NE,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.367689999999996,33.807980000000001
7375788,170131869,01/13/2017,01/13/2017,13:40:00,01/13/2017,13:45:00,509,,,18 ANDREW YOUNG INTERNA BLVD NE,0670,2308,,1,Day,Fri,35,LARCENY-NON VEHICLE,Downtown,M,-84.386920000000003,33.759779999999999
7375789,170131888,01/13/2017,01/11/2017,20:40:00,01/11/2017,21:15:00,114,,10K,3804 MARTIN L KING JR DR SW,0710,2404,,1,Eve,Wed,26,AUTO THEFT,Old Gordon,H,-84.513220000000004,33.767969999999998
7375790,170131913,01/13/2017,01/13/2017,14:50:00,01/13/2017,15:45:00,206,,,2980 PIEDMONT RD NE,0640,2305,,1,Eve,Fri,99,LARCENY-FROM VEHICLE,Garden Hills,B,-84.368930000000006,33.835970000000003
7375791,170131946,01/13/2017,01/13/2017,15:10:00,01/13/2017,15:50:00,201,,,1160 MOORES MILL RD NW,0710,2404,30,1,Eve,Fri,18,AUTO THEFT,Brandon,C,-84.424980000000005,33.831330000000001
7375792,170131953,01/13/2017,01/09/2017,09:00:00,01/13/2017,16:30:00,207,,,1387 NORTHSIDE DR NW,0512,2203,,1,Unk,Unk,99,BURGLARY-NONRES,Loring Heights,E,-84.407269999999997,33.792659999999998
7375793,170131976,01/13/2017,01/07/2017,10:00:00,01/08/2017,10:00:00,608,,,595 TERRACE AVE NE,0690,2399,,1,Unk,Sat,20,LARCENY-NON VEHICLE,Candler Park,N,-84.335530000000006,33.770539999999997
7375794,170131992,01/13/2017,01/13/2017,15:55:00,01/13/2017,16:05:00,403,,,1030 OAKLAND DR SW,0420,1315K,30,1,Eve,Fri,20,AGG ASSAULT,Oakland City,S,-84.426569999999998,33.726840000000003
7375795,170131995,01/13/2017,01/13/2017,14:10:00,01/13/2017,14:15:00,212,,,1086 ALCO ST,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.352760000000004,33.817369999999997
7375796,170132085,01/13/2017,12/31/2016,12:00:00,01/13/2017,16:27:00,105,,,1372 BERNARD ST NW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Hunter Hills,K,-84.432360000000003,33.755299999999998
7375797,170132180,01/13/2017,01/13/2017,11:30:00,01/13/2017,16:30:00,507,,,100 CENTENNIAL OLYMPIC P DR @PHILLIPS ARENA LOADING,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Downtown,M,-84.396349999999998,33.757330000000003
7375798,170132221,01/13/2017,01/13/2017,03:00:00,01/13/2017,03:30:00,206,,,3161 MAPLE DR NE,0690,2399,,1,Morn,Fri,3,LARCENY-NON VEHICLE,Buckhead Village,B,-84.371870000000001,33.841630000000002
7375799,170132233,01/13/2017,01/13/2017,08:00:00,01/13/2017,17:00:00,305,,,1340 MILLER REED AVE SE,0650,2304,,1,Day,Fri,13,LARCENY-FROM VEHICLE,Chosewood Park,Y,-84.37509,33.717869999999998
7375800,170132261,01/13/2017,01/13/2017,17:25:00,01/13/2017,17:26:00,114,,,677 FAIRBURN RD NW,0410,1314,,2,Eve,Fri,20,AGG ASSAULT,Fairburn Heights,H,-84.499399999999994,33.77402
7375801,170132269,01/13/2017,01/12/2017,18:30:00,01/13/2017,07:00:00,210,,866,866 LENOX OAKS CIR NE,0640,2305,,1,Morn,Fri,20,LARCENY-FROM VEHICLE,Pine Hills,B,-84.358099999999993,33.834820000000001
7375802,170132299,01/13/2017,01/11/2017,18:00:00,01/13/2017,08:00:00,212,,,2441 CHESHIRE BRIDGE RD,0710,2404,,1,Unk,Unk,18,AUTO THEFT,Lindridge/Martin Manor,F,-84.350549999999998,33.821350000000002
7375803,170132303,01/13/2017,01/13/2017,17:00:00,01/13/2017,17:47:00,206,,,30 E ANDREWS DR NW,0630,2303,,1,Eve,Fri,8,LARCENY-NON VEHICLE,South Tuxedo Park,B,-84.380279999999999,33.843269999999997
7375804,170132318,01/13/2017,01/13/2017,13:25:00,01/13/2017,13:30:00,208,,D 3,3500 PEACHTREE RD NE,0630,2303,,1,Day,Fri,8,LARCENY-NON VEHICLE,North Buckhead,B,-84.360579999999999,33.85248
7375805,170132365,01/13/2017,01/13/2017,06:30:00,01/13/2017,17:49:00,610,,B7,1494 MEMORIAL DR SE,0690,2399,,1,Day,Fri,18,LARCENY-NON VEHICLE,Kirkwood,O,-84.337630000000004,33.747599999999998
7375806,170132420,01/13/2017,01/13/2017,16:00:00,01/13/2017,16:30:00,404,,,CASCADE RD AND BECCHER RD,0620,2302,,1,Eve,Fri,13,LARCENY-NON VEHICLE,Cascade Avenue/Road,S,-84.437539999999998,33.733400000000003
7375807,170132505,01/13/2017,01/13/2017,13:00:00,01/13/2017,17:00:00,608,,,401 CLIFTON RD NE,0660,2317,,1,Eve,Fri,20,LARCENY-NON VEHICLE,Lake Claire,N,-84.332620000000006,33.765039999999999
7375808,170132560,01/13/2017,01/13/2017,18:45:00,01/13/2017,18:53:00,102,,1325,777 MAGNOLIA WAY NW,0521,2204,,1,Eve,Fri,26,BURGLARY-RESIDENCE,Vine City,L,-84.413690000000003,33.758220000000001
7375809,170132583,01/13/2017,01/13/2017,19:00:00,01/13/2017,19:15:00,505,,D,903 PEACHTREE ST NE,0670,2308,,1,Eve,Fri,24,LARCENY-NON VEHICLE,Midtown,E,-84.384119999999996,33.779249999999998
7375810,170132600,01/13/2017,01/13/2017,18:50:00,01/13/2017,19:05:00,211,,,2525 PIEDMONT RD NE @HOME DEPOT,0630,2303,10,1,Eve,Fri,24,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.365210000000005,33.823999999999998
7375811,170132621,01/13/2017,01/13/2017,19:00:00,01/13/2017,19:00:00,506,,,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,0630,2303,10,1,Eve,Fri,99,LARCENY-NON VEHICLE,Midtown,E,-84.365610000000004,33.77469
7375812,170132656,01/13/2017,01/13/2017,18:30:00,01/13/2017,18:52:00,604,,,66 WILLIAM H BORDERS DR NE,0710,2404,,1,Eve,Fri,,AUTO THEFT,Sweet Auburn,M,-84.375540000000001,33.754359999999998
7375813,170132674,01/13/2017,01/02/2017,12:00:00,01/13/2017,19:30:00,105,,,1010 JOSEPH E BOONE BLVD NW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Washington Park,K,-84.420630000000003,33.763269999999999
7375814,170132710,01/14/2017,01/13/2017,17:00:00,01/13/2017,20:00:00,307,1300,A,1770 RICHMOND CIR SE,0511,2202,,1,Eve,Fri,26,BURGLARY-RESIDENCE,Lakewood Heights,Y,-84.374139999999997,33.706949999999999
7375815,170132798,01/13/2017,01/13/2017,19:00:00,01/13/2017,20:24:00,207,,,1814 PEACHTREE ST NW,0640,2305,,5,Eve,Fri,18,LARCENY-FROM VEHICLE,Ardmore,E,-84.393820000000005,33.80444
7375816,170132875,01/13/2017,01/13/2017,20:45:00,01/13/2017,20:50:00,101,,,134 JOSEPH E LOWERY BLVD SW,0420,1315K,10,1,Eve,Fri,20,AGG ASSAULT,Atlanta University Center,T,-84.417310000000001,33.751089999999998
7375817,170132888,01/14/2017,01/13/2017,20:00:00,01/14/2017,20:00:00,212,,2305,415 ARMOUR DRIVE  NE,0640,2305,,0,Unk,Sat,26,LARCENY-FROM VEHICLE,,F,-84.374120000000005,33.812669999999997
7375818,170132953,01/13/2017,01/13/2017,10:00:00,01/13/2017,11:00:00,103,,,668 CAMERON M ALEXANDER BLVD NW,0690,2399,,1,Day,Fri,26,LARCENY-NON VEHICLE,English Avenue,L,-84.409329999999997,33.767969999999998
7375819,170132988,01/13/2017,01/13/2017,19:30:00,01/13/2017,21:30:00,311,,C-11,2907 3RD AVE SW,0720,2424,,1,Eve,Fri,,AUTO THEFT,Hammond Park,X,-84.405619999999999,33.676259999999999
7375820,170133022,01/13/2017,01/13/2017,18:00:00,01/13/2017,22:00:00,208,,,3334 PEACHTREE RD NE,0640,2305,,5,Eve,Fri,18,LARCENY-FROM VEHICLE,North Buckhead,B,-84.370750000000001,33.849110000000003
7375821,170133025,01/14/2017,01/14/2017,20:00:00,01/14/2017,22:00:00,207,,,1784 PEACHTREE ST,0640,2305,,2,Eve,Sat,21,LARCENY-FROM VEHICLE,Ardmore,E,-84.393510000000006,33.803339999999999
7375822,170133026,01/13/2017,01/13/2017,18:30:00,01/13/2017,22:00:00,603,,,747 RALPH MCGILL BLVD NE,0640,2305,,1,Eve,Fri,,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.362629999999996,33.766739999999999
7375823,170133055,01/13/2017,01/13/2017,18:30:00,01/13/2017,22:10:00,602,,,1001 EUCLID AVE NE,0640,2305,,1,Eve,Fri,13,LARCENY-FROM VEHICLE,Inman Park,N,-84.354119999999995,33.761229999999998
7375824,170133060,01/13/2017,01/13/2017,22:00:00,01/13/2017,23:00:00,203,,,1611 ELLSWORTH INDUSTRIAL BLVD NW,0640,2305,,3,Eve,Fri,18,LARCENY-FROM VEHICLE,Blandtown,D,-84.426050000000004,33.798569999999998
7375825,170133081,01/17/2017,01/13/2017,23:00:00,01/13/2017,23:00:00,303,,,585 WELLS ST SW,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.407420000000002,33.740229999999997
7375826,170133085,01/13/2017,01/10/2017,11:00:00,01/14/2017,21:30:00,502,,A1,1384 W PEACHTREE ST NW,0521,2204,,2,Unk,Unk,26,BURGLARY-RESIDENCE,Midtown,E,-84.387870000000007,33.79251
7375827,170133097,01/13/2017,01/12/2017,12:00:00,01/14/2017,17:00:00,101,,,862 PARSONS ST SW,0670,2308,,1,Unk,Unk,,LARCENY-NON VEHICLE,Atlanta University Center,T,-84.415800000000004,33.75067
7375828,170133142,01/13/2017,01/13/2017,22:50:00,01/13/2017,22:56:00,313,,346,2980 JONESBORO RD SE,0710,2404,,1,Eve,Fri,26,AUTO THEFT,South River Gardens,Z,-84.371440000000007,33.673389999999998
7375829,170133151,01/13/2017,01/13/2017,22:20:00,01/13/2017,23:00:00,207,,,1545 NORTHSIDE DR NW,0410,1314,,1,Eve,Fri,23,AGG ASSAULT,Loring Heights,E,-84.407730000000001,33.79757
7375830,170133158,01/13/2017,01/13/2017,00:24:00,01/13/2017,23:00:00,204,,,1745 DEFOOR PL NW,0640,2305,,1,Unk,Fri,18,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.421379999999999,33.802390000000003
7375831,170133168,01/13/2017,01/13/2017,22:55:00,01/13/2017,23:07:00,401,,,517 PEEPLES ST SW,0311,1204,10,1,Morn,Fri,,ROBBERY-PEDESTRIAN,West End,T,-84.420839999999998,33.740859999999998
7375832,170133203,01/13/2017,01/13/2017,23:22:00,01/13/2017,23:22:00,307,,,1778 BONN ST SE,0430,1315,10,1,Morn,Fri,20,AGG ASSAULT,Lakewood Heights,Y,-84.38467,33.705719999999999
7375833,170140025,01/14/2017,01/14/2017,00:00:00,01/14/2017,23:45:00,204,,,1375 SEABOARD INDUSTRIAL BLVD NW,0640,2305,,1,Unk,Sat,18,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.433009999999996,33.80789
7375834,170140073,01/14/2017,01/13/2017,21:00:00,01/13/2017,21:00:00,507,,,450 STONEWALL ST SW,0620,2302,,1,Eve,Fri,13,LARCENY-NON VEHICLE,Castleberry Hill,M,-84.403710000000004,33.749899999999997
7375835,170140199,01/14/2017,01/14/2017,02:00:00,01/14/2017,02:30:00,303,,209,556 NORTHSIDE DR SW,0710,2404,,1,Morn,Sat,23,AUTO THEFT,Pittsburgh,V,-84.408060000000006,33.740430000000003
7375836,170140208,01/14/2017,01/14/2017,01:00:00,01/14/2017,01:09:00,306,,,2100 METROPOLITAN PKWY SW,0690,2399,,1,Morn,Sat,7,LARCENY-NON VEHICLE,Sylvan Hills,X,-84.407679999999999,33.697000000000003
7375837,170140264,01/14/2017,01/14/2017,01:29:00,01/14/2017,01:30:00,211,,,646 LINDBERGH WAY NE,0512,2203,,1,Morn,Sat,99,BURGLARY-NONRES,Lindbergh/Morosgo,B,-84.367000000000004,33.820720000000001
7375838,170140287,01/14/2017,01/14/2017,01:00:00,01/14/2017,02:00:00,203,,,1500 MARIETTA BLVD NW,0650,2304,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Hills Park,D,-84.433300000000003,33.796810000000001
